,residue,split,target
912,1qzw.B.180,test,"{'name': 'GTP', 'id': ['H_GTP', 179, ' ']}"
913,1qzw.B.210,test,
914,1qzw.B.202,test,
915,1qzw.B.193,test,
916,1qzw.B.220,test,
917,1qzw.B.206,test,
918,1qzw.B.181,test,"{'name': 'GTP', 'id': ['H_GTP', 179, ' ']}"
919,1qzw.B.199,test,
920,1qzw.B.198,test,
921,1qzw.B.221,test,
922,1qzw.B.189,test,
923,1qzw.B.190,test,
924,1qzw.B.218,test,
925,1qzw.B.217,test,
926,1qzw.B.213,test,
927,1qzw.B.194,test,
928,1qzw.B.185,test,
929,1qzw.B.183,test,
930,1qzw.B.204,test,
931,1qzw.B.192,test,
932,1qzw.B.211,test,
933,1qzw.B.201,test,
934,1qzw.B.191,test,
935,1qzw.B.212,test,
936,1qzw.B.222,test,
937,1qzw.B.214,test,
938,1qzw.B.203,test,
939,1qzw.B.208,test,
940,1qzw.B.209,test,
941,1qzw.B.219,test,
942,1qzw.B.225,test,
943,1qzw.B.187,test,
944,1qzw.B.186,test,
945,1qzw.B.182,test,
946,1qzw.B.216,test,
947,1qzw.B.200,test,
948,1qzw.B.205,test,
949,1qzw.B.188,test,
950,1qzw.B.207,test,
951,1qzw.B.196,test,
952,1tfw.E.5,train,
953,1tfw.E.10,train,
954,1tfw.E.8,train,
955,1tfw.H.70,train,
956,1tfw.E.1,train,
957,1tfw.E.11,train,
958,1tfw.E.4,train,
959,1tfw.H.75,train,"{'name': 'ATP', 'id': ['H_ATP', 1501, ' ']}"
960,1tfw.E.6,train,
961,1tfw.H.64,train,
962,1tfw.H.68,train,
963,1tfw.E.3,train,
964,1tfw.E.7,train,
965,1tfw.H.74,train,"{'name': 'ATP', 'id': ['H_ATP', 1501, ' ']}"
966,1tfw.H.72,train,"{'name': 'ATP', 'id': ['H_ATP', 1501, ' ']}"
967,1tfw.E.9,train,
968,1tfw.H.71,train,
969,1tfw.E.2,train,
970,1tfw.H.69,train,
971,1tfw.H.63,train,
972,1tfw.H.67,train,
973,1tfw.E.12,train,
974,1tfw.H.65,train,
975,1tfw.H.66,train,
976,1tfw.H.73,train,"{'name': 'ATP', 'id': ['H_ATP', 1501, ' ']}"
977,1tfw.I.68,train,
978,1tfw.F.4,train,
979,1tfw.I.73,train,"{'name': 'ATP', 'id': ['H_ATP', 1502, ' ']}"
980,1tfw.I.71,train,
981,1tfw.I.65,train,
982,1tfw.I.70,train,
983,1tfw.F.6,train,
984,1tfw.F.8,train,
985,1tfw.F.7,train,
986,1tfw.F.12,train,
987,1tfw.I.63,train,
988,1tfw.I.72,train,"{'name': 'ATP', 'id': ['H_ATP', 1502, ' ']}"
989,1tfw.I.75,train,"{'name': 'ATP', 'id': ['H_ATP', 1502, ' ']}"
990,1tfw.I.69,train,
991,1tfw.I.64,train,
992,1tfw.F.11,train,
993,1tfw.F.10,train,
994,1tfw.I.67,train,
995,1tfw.F.3,train,
996,1tfw.F.5,train,
997,1tfw.F.9,train,
998,1tfw.I.74,train,"{'name': 'ATP', 'id': ['H_ATP', 1502, ' ']}"
999,1tfw.F.1,train,
1000,1tfw.I.66,train,
1001,1tfw.F.2,train,
1002,1tfy.J.67,val,"{'name': 'CTP', 'id': ['H_CTP', 501, ' ']}"
1003,1tfy.G.11,val,"{'name': 'CTP', 'id': ['H_CTP', 503, ' ']}"
1004,1tfy.G.12,val,"{'name': 'CTP', 'id': ['H_CTP', 503, ' ']}"
1005,1tfy.G.9,val,
1006,1tfy.G.6,val,
1007,1tfy.J.66,val,
1008,1tfy.G.7,val,
1009,1tfy.G.8,val,
1010,1tfy.J.64,val,
1011,1tfy.J.61,val,
1012,1tfy.J.62,val,
1013,1tfy.G.3,val,
1014,1tfy.J.63,val,
1015,1tfy.G.10,val,
1016,1tfy.J.65,val,
1017,1tfy.G.13,val,"{'name': 'CTP', 'id': ['H_CTP', 503, ' ']}"
1018,1tfy.J.68,val,"{'name': 'CTP', 'id': ['H_CTP', 501, ' ']}"
1019,1tfy.G.5,val,
1020,1tfy.G.4,val,
1021,1ttt.D.29,train,
1022,1ttt.D.12,train,
1023,1ttt.D.75,train,"{'name': 'PHE', 'id': ['H_PHE', 77, ' ']}"
1024,1ttt.D.7,train,
1025,1ttt.D.45,train,
1026,1ttt.D.26,train,
1027,1ttt.D.60,train,
1028,1ttt.D.67,train,
1029,1ttt.D.46,train,
1030,1ttt.D.51,train,
1031,1ttt.D.19,train,
1032,1ttt.D.15,train,
1033,1ttt.D.57,train,
1034,1ttt.D.39,train,
1035,1ttt.D.64,train,
1036,1ttt.D.55,train,
1037,1ttt.D.61,train,
1038,1ttt.D.44,train,
1039,1ttt.D.73,train,
1040,1ttt.D.20,train,
1041,1ttt.D.56,train,
1042,1ttt.D.28,train,
1043,1ttt.D.53,train,
1044,1ttt.D.72,train,
1045,1ttt.D.32,train,
1046,1ttt.D.40,train,
1047,1ttt.D.35,train,
1048,1ttt.D.58,train,
1049,1ttt.D.43,train,
1050,1ttt.D.41,train,
1051,1ttt.D.47,train,
1052,1ttt.D.27,train,
1053,1ttt.D.36,train,
1054,1ttt.D.21,train,
1055,1ttt.D.66,train,
1056,1ttt.D.68,train,
1057,1ttt.D.70,train,
1058,1ttt.D.48,train,
1059,1ttt.D.6,train,
1060,1ttt.D.18,train,
1061,1ttt.D.52,train,
1062,1ttt.D.76,train,"{'name': 'PHE', 'id': ['H_PHE', 77, ' ']}"
1063,1ttt.D.59,train,
1064,1ttt.D.63,train,
1065,1ttt.D.1,train,
1066,1ttt.D.11,train,
1067,1ttt.D.25,train,
1068,1ttt.D.74,train,
1069,1ttt.D.17,train,
1070,1ttt.D.38,train,
1071,1ttt.D.71,train,
1072,1ttt.D.4,train,
1073,1ttt.D.13,train,
1074,1ttt.D.2,train,
1075,1ttt.D.34,train,
1076,1ttt.D.69,train,
1077,1ttt.D.65,train,
1078,1ttt.D.3,train,
1079,1ttt.D.50,train,
1080,1ttt.D.22,train,
1081,1ttt.D.10,train,
1082,1ttt.D.23,train,
1083,1ttt.D.62,train,
1084,1ttt.D.16,train,
1085,1ttt.D.33,train,
1086,1ttt.D.8,train,
1087,1ttt.D.14,train,
1088,1ttt.D.30,train,
1089,1ttt.D.9,train,
1090,1ttt.D.49,train,
1091,1ttt.D.37,train,
1092,1ttt.D.31,train,
1093,1ttt.D.24,train,
1094,1ttt.D.54,train,
1095,1ttt.D.5,train,
1096,1ttt.D.42,train,
1097,1u63.B.2,train,
1098,1u63.B.1,train,
1099,1u63.B.3,train,
1100,1u63.B.4,train,
1101,1u63.B.5,train,
1102,1u63.B.6,train,
1103,1u63.B.7,train,
1104,1u63.B.8,train,
1105,1u63.B.9,train,
1106,1u63.B.10,train,"{'name': 'MSE', 'id': ['H_MSE', 205, ' ']}"
1107,1u63.B.11,train,"{'name': 'MSE', 'id': ['H_MSE', 205, ' ']}"
1108,1u63.B.12,train,
1109,1u63.B.13,train,"{'name': 'MSE', 'id': ['H_MSE', 205, ' ']}"
1110,1u63.B.14,train,"{'name': 'MSE', 'id': ['H_MSE', 205, ' ']}"
1111,1u63.B.15,train,
1112,1u63.B.16,train,
1113,1u63.B.17,train,
1114,1u63.B.18,train,
1115,1u63.B.19,train,
1116,1u63.B.20,train,
1117,1u63.B.21,train,
1118,1u63.B.22,train,
1119,1u63.B.23,train,
1120,1u63.B.24,train,
1121,1u63.B.25,train,
1122,1u63.B.26,train,
1123,1u63.B.27,train,
1124,1u63.B.28,train,
1125,1u63.B.29,train,
1126,1u63.B.30,train,
1127,1u63.B.31,train,
1128,1u63.B.32,train,
1129,1u63.B.33,train,
1130,1u63.B.34,train,
1131,1u63.B.35,train,
1132,1u63.B.36,train,
1133,1u63.B.37,train,
1134,1u63.B.38,train,
1135,1u63.B.39,train,"{'name': 'MSE', 'id': ['H_MSE', 205, ' ']}"
1136,1u63.B.40,train,"{'name': 'MSE', 'id': ['H_MSE', 205, ' ']}"
1137,1u63.B.41,train,"{'name': 'MSE', 'id': ['H_MSE', 205, ' ']}"
1138,1u63.B.42,train,
1139,1u63.B.43,train,
1140,1u63.B.44,train,
1141,1u63.B.45,train,
1142,1u63.B.46,train,
1143,1u63.B.47,train,
1144,1u63.B.48,train,
1145,1u63.B.49,train,
1146,1u6b.B.6,train,
1147,1u6b.B.5,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
1148,1u6b.B.7,train,
1149,1u6b.B.8,train,
1150,1u6b.B.9,train,
1151,1u6b.B.10,train,
1152,1u6b.B.11,train,
1153,1u6b.B.12,train,
1154,1u6b.B.13,train,
1155,1u6b.B.14,train,
1156,1u6b.B.15,train,
1157,1u6b.B.16,train,
1158,1u6b.B.17,train,
1159,1u6b.B.18,train,
1160,1u6b.B.19,train,
1161,1u6b.B.20,train,
1162,1u6b.B.21,train,
1163,1u6b.B.22,train,
1164,1u6b.B.23,train,
1165,1u6b.B.24,train,
1166,1u6b.B.25,train,
1167,1u6b.B.26,train,
1168,1u6b.B.27,train,
1169,1u6b.B.28,train,
1170,1u6b.B.29,train,
1171,1u6b.B.30,train,
1172,1u6b.B.31,train,
1173,1u6b.B.32,train,
1174,1u6b.B.33,train,
1175,1u6b.B.34,train,
1176,1u6b.B.35,train,
1177,1u6b.B.36,train,
1178,1u6b.B.37,train,
1179,1u6b.B.38,train,
1180,1u6b.B.39,train,
1181,1u6b.B.40,train,
1182,1u6b.B.41,train,
1183,1u6b.B.42,train,
1184,1u6b.B.43,train,
1185,1u6b.B.44,train,
1186,1u6b.B.45,train,
1187,1u6b.B.46,train,
1188,1u6b.B.47,train,
1189,1u6b.B.48,train,
1190,1u6b.B.49,train,
1191,1u6b.B.50,train,
1192,1u6b.B.51,train,
1193,1u6b.B.52,train,
1194,1u6b.B.53,train,
1195,1u6b.B.54,train,
1196,1u6b.B.55,train,
1197,1u6b.B.56,train,
1198,1u6b.B.57,train,
1199,1u6b.B.58,train,
1200,1u6b.B.59,train,
1201,1u6b.B.60,train,
1202,1u6b.B.61,train,
1203,1u6b.B.62,train,
1204,1u6b.B.63,train,
1205,1u6b.B.64,train,
1206,1u6b.B.65,train,
1207,1u6b.B.66,train,
1208,1u6b.B.67,train,
1209,1u6b.B.68,train,
1210,1u6b.B.69,train,
1211,1u6b.B.70,train,
1212,1u6b.B.71,train,
1213,1u6b.B.72,train,
1214,1u6b.B.73,train,
1215,1u6b.B.74,train,
1216,1u6b.B.75,train,
1217,1u6b.B.76,train,
1218,1u6b.B.77,train,
1219,1u6b.B.78,train,
1220,1u6b.B.79,train,
1221,1u6b.B.80,train,
1222,1u6b.B.81,train,
1223,1u6b.B.82,train,
1224,1u6b.B.83,train,
1225,1u6b.B.84,train,
1226,1u6b.B.85,train,
1227,1u6b.B.86,train,
1228,1u6b.B.87,train,
1229,1u6b.B.88,train,
1230,1u6b.B.89,train,
1231,1u6b.B.90,train,
1232,1u6b.B.91,train,
1233,1u6b.B.92,train,
1234,1u6b.B.93,train,
1235,1u6b.B.94,train,
1236,1u6b.B.95,train,
1237,1u6b.B.96,train,
1238,1u6b.B.97,train,
1239,1u6b.B.98,train,
1240,1u6b.B.99,train,
1241,1u6b.B.100,train,
1242,1u6b.B.101,train,
1243,1u6b.B.102,train,
1244,1u6b.B.103,train,
1245,1u6b.B.104,train,
1246,1u6b.B.105,train,
1247,1u6b.B.106,train,
1248,1u6b.B.107,train,
1249,1u6b.B.113,train,
1250,1u6b.B.112,train,
1251,1u6b.B.114,train,
1252,1u6b.B.115,train,
1253,1u6b.B.116,train,
1254,1u6b.B.117,train,
1255,1u6b.B.118,train,
1256,1u6b.B.119,train,
1257,1u6b.B.120,train,
1258,1u6b.B.121,train,
1259,1u6b.B.122,train,
1260,1u6b.B.123,train,
1261,1u6b.B.124,train,
1262,1u6b.B.125,train,
1263,1u6b.B.126,train,
1264,1u6b.B.127,train,
1265,1u6b.B.128,train,
1266,1u6b.B.129,train,
1267,1u6b.B.130,train,
1268,1u6b.B.131,train,
1269,1u6b.B.132,train,
1270,1u6b.B.133,train,
1271,1u6b.B.134,train,
1272,1u6b.B.135,train,
1273,1u6b.B.136,train,
1274,1u6b.B.137,train,
1275,1u6b.B.138,train,
1276,1u6b.B.139,train,
1277,1u6b.B.140,train,
1278,1u6b.B.141,train,
1279,1u6b.B.142,train,
1280,1u6b.B.143,train,
1281,1u6b.B.144,train,
1282,1u6b.B.145,train,
1283,1u6b.B.146,train,
1284,1u6b.B.147,train,
1285,1u6b.B.148,train,
1286,1u6b.B.149,train,
1287,1u6b.B.150,train,
1288,1u6b.B.151,train,
1289,1u6b.B.152,train,
1290,1u6b.B.153,train,
1291,1u6b.B.154,train,
1292,1u6b.B.155,train,
1293,1u6b.B.156,train,
1294,1u6b.B.157,train,
1295,1u6b.B.158,train,
1296,1u6b.B.159,train,
1297,1u6b.B.160,train,
1298,1u6b.B.161,train,
1299,1u6b.B.162,train,
1300,1u6b.B.163,train,
1301,1u6b.B.164,train,
1302,1u6b.B.165,train,
1303,1u6b.B.166,train,
1304,1u6b.B.167,train,
1305,1u6b.B.168,train,
1306,1u6b.B.169,train,
1307,1u6b.B.170,train,
1308,1u6b.B.171,train,
1309,1u6b.B.172,train,
1310,1u6b.B.173,train,
1311,1u6b.B.174,train,
1312,1u6b.B.175,train,
1313,1u6b.B.176,train,
1314,1u6b.B.177,train,
1315,1u6b.B.178,train,
1316,1u6b.B.179,train,
1317,1u6b.B.180,train,
1318,1u6b.B.181,train,
1319,1u6b.B.182,train,
1320,1u6b.B.183,train,
1321,1u6b.B.184,train,
1322,1u6b.B.185,train,
1323,1u6b.B.186,train,
1324,1u6b.B.187,train,
1325,1u6b.B.188,train,
1326,1u6b.B.189,train,
1327,1u6b.B.190,train,
1328,1u6b.C.2,train,
1329,1u6b.C.1,train,
1330,1u6b.C.3,train,
1331,1u6b.C.4,train,
1332,1u6b.C.5,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
1333,1u6b.C.6,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
1334,1u6b.C.192,train,
1335,1u6b.C.191,train,
1336,1u6b.C.193,train,
1337,1u6b.C.194,train,
1338,1u6b.C.195,train,
1339,1u6b.C.196,train,
1340,1u6b.C.197,train,
1341,1u6b.C.198,train,
1342,1u6b.C.199,train,
1343,1u6b.C.200,train,
1344,1u6b.C.201,train,
1345,1u6b.C.202,train,
1346,1u6b.C.203,train,
1347,1u6b.C.204,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
1348,1u6b.C.205,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
1349,1u6b.C.206,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
1350,1u6b.D.2,train,
1351,1u6b.D.1,train,
1352,1u6b.D.3,train,
1353,1vfg.D.2,val,
1354,1vfg.D.1,val,
1355,1vfg.D.3,val,
1356,1vfg.D.4,val,
1357,1vfg.D.5,val,
1358,1vfg.D.6,val,
1359,1vfg.D.7,val,
1360,1vfg.D.50,val,
1361,1vfg.D.49,val,
1362,1vfg.D.51,val,
1363,1vfg.D.52,val,
1364,1vfg.D.53,val,
1365,1vfg.D.54,val,
1366,1vfg.D.55,val,
1367,1vfg.D.56,val,
1368,1vfg.D.57,val,
1369,1vfg.D.58,val,
1370,1vfg.D.59,val,
1371,1vfg.D.60,val,
1372,1vfg.D.61,val,
1373,1vfg.D.62,val,
1374,1vfg.D.63,val,
1375,1vfg.D.64,val,
1376,1vfg.D.65,val,
1377,1vfg.D.66,val,
1378,1vfg.D.67,val,
1379,1vfg.D.68,val,
1380,1vfg.D.69,val,
1381,1vfg.D.70,val,
1382,1vfg.D.71,val,
1383,1vfg.D.72,val,
1384,1vfg.D.73,val,
1385,1vfg.D.74,val,"{'name': 'APC', 'id': ['H_APC', 1500, ' ']}"
1386,1vfg.D.75,val,"{'name': 'APC', 'id': ['H_APC', 1500, ' ']}"
1387,1yty.C.2,val,
1388,1yty.C.1,val,
1389,1yty.C.3,val,
1390,1yty.C.4,val,
1391,1yty.C.5,val,
1392,1yty.C.6,val,
1393,1yty.C.7,val,
1394,1yty.C.8,val,"{'name': 'MSE', 'id': ['H_MSE', 142, ' ']}"
1395,1yty.C.9,val,
1396,1yty.D.2,val,
1397,1yty.D.1,val,
1398,1yty.D.3,val,
1399,1yty.D.4,val,
1400,1yty.D.5,val,
1401,1yty.D.6,val,
1402,1yty.D.7,val,
1403,1yty.D.8,val,
1404,1yty.D.9,val,
1405,1zho.B.14,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1406,1zho.B.5,train,
1407,1zho.B.12,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1408,1zho.B.13,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1409,1zho.B.29,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1410,1zho.B.38,train,
1411,1zho.B.11,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1412,1zho.B.9,train,
1413,1zho.B.35,train,
1414,1zho.B.2,train,
1415,1zho.B.20,train,
1416,1zho.B.17,train,
1417,1zho.B.36,train,
1418,1zho.B.32,train,
1419,1zho.B.33,train,
1420,1zho.B.37,train,
1421,1zho.B.1,train,
1422,1zho.B.27,train,
1423,1zho.B.16,train,
1424,1zho.B.31,train,
1425,1zho.B.3,train,"{'name': 'MSE', 'id': ['H_MSE', 120, ' ']}"
1426,1zho.B.28,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1427,1zho.B.30,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1428,1zho.B.4,train,"{'name': 'MSE', 'id': ['H_MSE', 120, ' ']}"
1429,1zho.B.26,train,"{'name': 'MSE', 'id': ['H_MSE', 108, ' ']}"
1430,1zho.B.21,train,
1431,1zho.B.6,train,
1432,1zho.B.24,train,
1433,1zho.B.15,train,
1434,1zho.B.22,train,
1435,1zho.B.19,train,
1436,1zho.B.34,train,
1437,1zho.B.10,train,"{'name': 'MSE', 'id': ['H_MSE', 218, ' ']}"
1438,1zho.B.23,train,
1439,1zho.B.25,train,
1440,1zho.B.8,train,
1441,1zho.B.18,train,
1442,1zho.B.7,train,
1443,2bte.B.2,train,
1444,2bte.B.1,train,
1445,2bte.B.3,train,
1446,2bte.B.4,train,
1447,2bte.B.5,train,
1448,2bte.B.6,train,
1449,2bte.B.7,train,
1450,2bte.B.8,train,
1451,2bte.B.9,train,
1452,2bte.B.10,train,
1453,2bte.B.11,train,
1454,2bte.B.12,train,
1455,2bte.B.13,train,
1456,2bte.B.14,train,
1457,2bte.B.15,train,
1458,2bte.B.16,train,
1459,2bte.B.17,train,
1460,2bte.B.18,train,
1461,2bte.B.19,train,
1462,2bte.B.20,train,
1463,2bte.B.21,train,
1464,2bte.B.22,train,
1465,2bte.B.23,train,
1466,2bte.B.24,train,
1467,2bte.B.25,train,
1468,2bte.B.26,train,
1469,2bte.B.27,train,
1470,2bte.B.28,train,
1471,2bte.B.29,train,
1472,2bte.B.30,train,
1473,2bte.B.31,train,
1474,2bte.B.32,train,
1475,2bte.B.39,train,
1476,2bte.B.38,train,
1477,2bte.B.40,train,
1478,2bte.B.41,train,
1479,2bte.B.42,train,
1480,2bte.B.43,train,
1481,2bte.B.44,train,
1482,2bte.B.45,train,
1483,2bte.B.46,train,
1484,2bte.B.47,train,
1485,2bte.B.48,train,
1486,2bte.B.49,train,
1487,2bte.B.50,train,
1488,2bte.B.51,train,
1489,2bte.B.52,train,
1490,2bte.B.53,train,
1491,2bte.B.54,train,
1492,2bte.B.55,train,
1493,2bte.B.56,train,
1494,2bte.B.57,train,
1495,2bte.B.58,train,
1496,2bte.B.59,train,
1497,2bte.B.60,train,
1498,2bte.B.61,train,
1499,2bte.B.62,train,
1500,2bte.B.63,train,
1501,2bte.B.64,train,
1502,2bte.B.65,train,
1503,2bte.B.66,train,
1504,2bte.B.67,train,
1505,2bte.B.68,train,
1506,2bte.B.69,train,
1507,2bte.B.70,train,
1508,2bte.B.71,train,
1509,2bte.B.72,train,
1510,2bte.B.73,train,"{'name': '2AD', 'id': ['H_2AD', 1893, ' ']}"
1511,2bte.B.74,train,"{'name': '2AD', 'id': ['H_2AD', 1893, ' ']}"
1512,2bte.B.75,train,"{'name': '2AD', 'id': ['H_2AD', 1893, ' ']}"
1513,2bte.B.76,train,
1514,2bte.E.2,train,
1515,2bte.E.1,train,
1516,2bte.E.3,train,
1517,2bte.E.4,train,
1518,2bte.E.5,train,
1519,2bte.E.6,train,
1520,2bte.E.7,train,
1521,2bte.E.8,train,
1522,2bte.E.9,train,
1523,2bte.E.10,train,
1524,2bte.E.11,train,
1525,2bte.E.12,train,
1526,2bte.E.13,train,
1527,2bte.E.14,train,
1528,2bte.E.15,train,
1529,2bte.E.16,train,
1530,2bte.E.17,train,
1531,2bte.E.18,train,
1532,2bte.E.19,train,
1533,2bte.E.20,train,
1534,2bte.E.21,train,
1535,2bte.E.22,train,
1536,2bte.E.23,train,
1537,2bte.E.24,train,
1538,2bte.E.25,train,
1539,2bte.E.26,train,
1540,2bte.E.27,train,
1541,2bte.E.28,train,
1542,2bte.E.29,train,
1543,2bte.E.30,train,
1544,2bte.E.31,train,
1545,2bte.E.32,train,
1546,2bte.E.39,train,
1547,2bte.E.38,train,
1548,2bte.E.40,train,
1549,2bte.E.41,train,
1550,2bte.E.42,train,
1551,2bte.E.43,train,
1552,2bte.E.44,train,
1553,2bte.E.45,train,
1554,2bte.E.46,train,
1555,2bte.E.47,train,
1556,2bte.E.48,train,
1557,2bte.E.49,train,
1558,2bte.E.50,train,
1559,2bte.E.51,train,
1560,2bte.E.52,train,
1561,2bte.E.53,train,
1562,2bte.E.54,train,
1563,2bte.E.55,train,
1564,2bte.E.56,train,
1565,2bte.E.57,train,
1566,2bte.E.58,train,
1567,2bte.E.59,train,
1568,2bte.E.60,train,
1569,2bte.E.61,train,
1570,2bte.E.62,train,
1571,2bte.E.63,train,
1572,2bte.E.64,train,
1573,2bte.E.65,train,
1574,2bte.E.66,train,
1575,2bte.E.67,train,
1576,2bte.E.68,train,
1577,2bte.E.69,train,
1578,2bte.E.70,train,
1579,2bte.E.71,train,
1580,2bte.E.72,train,
1581,2bte.E.73,train,"{'name': '2AD', 'id': ['H_2AD', 1895, ' ']}"
1582,2bte.E.74,train,"{'name': '2AD', 'id': ['H_2AD', 1895, ' ']}"
1583,2bte.E.75,train,"{'name': '2AD', 'id': ['H_2AD', 1895, ' ']}"
1584,2bte.E.76,train,
1585,2deu.C.2,train,
1586,2deu.C.1,train,
1587,2deu.C.3,train,
1588,2deu.C.4,train,
1589,2deu.C.5,train,
1590,2deu.C.6,train,
1591,2deu.C.7,train,
1592,2deu.C.8,train,
1593,2deu.C.9,train,
1594,2deu.C.10,train,
1595,2deu.C.11,train,
1596,2deu.C.12,train,
1597,2deu.C.13,train,
1598,2deu.C.14,train,
1599,2deu.C.15,train,
1600,2deu.C.16,train,
1601,2deu.C.17,train,
1602,2deu.C.18,train,
1603,2deu.C.19,train,
1604,2deu.C.20,train,
1605,2deu.C.21,train,
1606,2deu.C.22,train,
1607,2deu.C.23,train,
1608,2deu.C.24,train,
1609,2deu.C.25,train,
1610,2deu.C.26,train,
1611,2deu.C.27,train,
1612,2deu.C.28,train,
1613,2deu.C.29,train,
1614,2deu.C.30,train,
1615,2deu.C.31,train,
1616,2deu.C.32,train,
1617,2deu.C.33,train,
1618,2deu.C.34,train,"{'name': 'AMP', 'id': ['H_AMP', 134, ' ']}"
1619,2deu.C.35,train,
1620,2deu.C.36,train,
1621,2deu.C.37,train,
1622,2deu.C.38,train,
1623,2deu.C.39,train,
1624,2deu.C.40,train,
1625,2deu.C.41,train,
1626,2deu.C.42,train,
1627,2deu.C.43,train,
1628,2deu.C.44,train,
1629,2deu.C.45,train,
1630,2deu.C.46,train,
1631,2deu.C.47,train,
1632,2deu.C.50,train,
1633,2deu.C.49,train,
1634,2deu.C.51,train,
1635,2deu.C.52,train,
1636,2deu.C.53,train,
1637,2deu.C.54,train,
1638,2deu.C.55,train,
1639,2deu.C.56,train,
1640,2deu.C.57,train,
1641,2deu.C.58,train,
1642,2deu.C.59,train,
1643,2deu.C.60,train,
1644,2deu.C.61,train,
1645,2deu.C.62,train,
1646,2deu.C.63,train,
1647,2deu.C.64,train,
1648,2deu.C.65,train,
1649,2deu.C.66,train,
1650,2deu.C.67,train,
1651,2deu.C.68,train,
1652,2deu.C.69,train,
1653,2deu.C.70,train,
1654,2deu.C.71,train,
1655,2deu.C.72,train,
1656,2deu.C.73,train,
1657,2deu.C.74,train,
1658,2dr8.B.2,val,
1659,2dr8.B.1,val,
1660,2dr8.B.3,val,
1661,2dr8.B.4,val,
1662,2dr8.B.5,val,
1663,2dr8.B.6,val,
1664,2dr8.B.7,val,
1665,2dr8.B.8,val,
1666,2dr8.B.9,val,
1667,2dr8.B.10,val,
1668,2dr8.B.11,val,
1669,2dr8.B.12,val,
1670,2dr8.B.13,val,
1671,2dr8.B.14,val,
1672,2dr8.B.15,val,
1673,2dr8.B.16,val,
1674,2dr8.B.17,val,
1675,2dr8.B.18,val,
1676,2dr8.B.19,val,
1677,2dr8.B.20,val,
1678,2dr8.B.21,val,
1679,2dr8.B.22,val,
1680,2dr8.B.23,val,
1681,2dr8.B.24,val,
1682,2dr8.B.25,val,
1683,2dr8.B.26,val,
1684,2dr8.B.27,val,
1685,2dr8.B.28,val,
1686,2dr8.B.29,val,
1687,2dr8.B.30,val,
1688,2dr8.B.31,val,"{'name': 'CTP', 'id': ['H_CTP', 501, ' ']}"
1689,2dr8.B.32,val,"{'name': 'CTP', 'id': ['H_CTP', 501, ' ']}"
1690,2dr8.B.33,val,"{'name': 'CTP', 'id': ['H_CTP', 501, ' ']}"
1691,2e9z.B.903,train,"{'name': 'UTP', 'id': ['H_UTP', 993, ' ']}"
1692,2e9z.B.902,train,"{'name': 'UTP', 'id': ['H_UTP', 993, ' ']}"
1693,2e9z.B.904,train,
1694,2e9z.B.905,train,
1695,2e9z.B.906,train,
1696,2e9z.B.907,train,
1697,2e9z.B.908,train,
1698,2e9z.B.909,train,
1699,2e9z.B.910,train,
1700,2e9z.C.916,train,
1701,2e9z.C.915,train,
1702,2e9z.C.917,train,
1703,2e9z.C.918,train,
1704,2e9z.C.919,train,
1705,2e9z.C.920,train,
1706,2e9z.C.921,train,"{'name': 'UTP', 'id': ['H_UTP', 993, ' ']}"
1707,2hvy.E.2,train,
1708,2hvy.E.1,train,
1709,2hvy.E.3,train,
1710,2hvy.E.4,train,
1711,2hvy.E.5,train,
1712,2hvy.E.6,train,
1713,2hvy.E.7,train,
1714,2hvy.E.8,train,
1715,2hvy.E.9,train,
1716,2hvy.E.10,train,
1717,2hvy.E.11,train,
1718,2hvy.E.12,train,
1719,2hvy.E.13,train,
1720,2hvy.E.14,train,
1721,2hvy.E.15,train,
1722,2hvy.E.16,train,
1723,2hvy.E.17,train,
1724,2hvy.E.18,train,
1725,2hvy.E.19,train,
1726,2hvy.E.20,train,
1727,2hvy.E.21,train,
1728,2hvy.E.22,train,
1729,2hvy.E.23,train,
1730,2hvy.E.24,train,
1731,2hvy.E.25,train,
1732,2hvy.E.26,train,
1733,2hvy.E.27,train,
1734,2hvy.E.28,train,"{'name': 'ATP', 'id': ['H_ATP', 501, ' ']}"
1735,2hvy.E.29,train,
1736,2hvy.E.30,train,
1737,2hvy.E.31,train,
1738,2hvy.E.32,train,
1739,2hvy.E.33,train,
1740,2hvy.E.34,train,
1741,2hvy.E.35,train,
1742,2hvy.E.36,train,
1743,2hvy.E.37,train,
1744,2hvy.E.38,train,
1745,2hvy.E.39,train,
1746,2hvy.E.40,train,
